ResponseID,ExtendedSessionID,UserID,ScenarioOrder,Intervention,PedPed,Barrier,CrossingSignal,AttributeLevel,ScenarioTypeStrict,ScenarioType,DefaultChoice,NonDefaultChoice,DefaultChoiceIsOmission,NumberOfCharacters,DiffNumberOFCharacters,Saved,Template,DescriptionShown,LeftHand,UserCountry3,Review_age,Review_education,Review_gender,Review_income,Review_political,Review_religious,political_category
u5xTuTiTbqQyTMFpB,-448924389_9063988204822156.0,9063988204822160.0,12,0,0,1,0,Rand,Random,Random,,,,5,2,1,Desktop,0.0,1.0,BRA,15.0,underHigh,male,default,0.77,0.03,4
vppEgCfCnRaZeFStK,-448924389_9063988204822156.0,9063988204822160.0,10,0,0,0,2,Less,Utilitarian,Utilitarian,More,Less,0.0,2,3,0,Desktop,1.0,0.0,BRA,15.0,underHigh,male,default,0.77,0.03,4
yojxN6pZQMj8Addcb,-448924389_9063988204822156.0,9063988204822160.0,1,0,1,0,0,Old,Age,Age,Young,Old,0.0,3,0,0,Desktop,1.0,1.0,BRA,15.0,underHigh,male,default,0.77,0.03,4
zfhQaFjdmYg28dnwL,-448924389_9063988204822156.0,9063988204822160.0,13,0,0,1,0,Hoomans,Species,Species,Hoomans,Pets,1.0,4,0,1,Desktop,1.0,1.0,BRA,15.0,underHigh,male,default,0.77,0.03,4
zqxT9NuS6NqPKgYCg,-448924389_9063988204822156.0,9063988204822160.0,3,0,0,1,0,Old,Age,Age,Young,Old,0.0,1,0,0,Desktop,1.0,1.0,BRA,15.0,underHigh,male,default,0.77,0.03,4
NW8gToKwhTqQoops7,-427749758_415608351239777.0,415608351239777.0,13,0,0,0,2,Fit,Fitness,Fitness,Fit,Fat,1.0,5,0,1,Mobile,0.0,1.0,DEU,22.0,college,female,5000,0.75,0.5,4
SpYFRDDt6uKYJP6zv,-427749758_415608351239777.0,415608351239777.0,9,0,0,1,0,High,Social Status,Social Status,High,Low,1.0,2,0,1,Mobile,0.0,0.0,DEU,22.0,college,female,5000,0.75,0.5,4
TDHM798BDoFhRLH7e,-427749758_415608351239777.0,415608351239777.0,1,0,1,0,0,Pets,Species,Species,Hoomans,Pets,0.0,4,0,0,Mobile,0.0,1.0,DEU,22.0,college,female,5000,0.75,0.5,4
WjLEJDsqkWjBPBrr4,-427749758_415608351239777.0,415608351239777.0,7,0,0,1,0,Male,Gender,Gender,Male,Female,1.0,1,0,0,Mobile,0.0,0.0,DEU,22.0,college,female,5000,0.75,0.5,4
YzaAcJ3iDkejzkDoN,-427749758_415608351239777.0,415608351239777.0,6,0,1,0,0,Young,Age,Age,Young,Old,1.0,4,0,1,Mobile,0.0,1.0,DEU,22.0,college,female,5000,0.75,0.5,4
oGXLaWA7vwzodedHy,-427749758_415608351239777.0,415608351239777.0,4,0,1,0,0,More,Utilitarian,Utilitarian,More,Less,1.0,5,2,1,Mobile,0.0,1.0,DEU,22.0,college,female,5000,0.75,0.5,4
uJNjZu3ZrwfEzGWdE,-427749758_415608351239777.0,415608351239777.0,8,0,0,1,0,Female,Gender,Gender,Male,Female,0.0,1,0,0,Mobile,0.0,1.0,DEU,22.0,college,female,5000,0.75,0.5,4
vsj6QDKnfqX2YnLEC,-427749758_415608351239777.0,415608351239777.0,11,0,0,1,0,More,Utilitarian,Utilitarian,More,Less,1.0,5,1,0,Mobile,0.0,0.0,DEU,22.0,college,female,5000,0.75,0.5,4
wBp9TwdsM6rvJRfTQ,-427749758_415608351239777.0,415608351239777.0,2,0,1,0,0,Pets,Species,Species,Hoomans,Pets,0.0,4,0,0,Mobile,0.0,1.0,DEU,22.0,college,female,5000,0.75,0.5,4
xbjWdzqacvhNKBcit,-427749758_415608351239777.0,415608351239777.0,3,0,1,0,2,Fat,Fitness,Fitness,Fit,Fat,0.0,5,0,0,Mobile,0.0,0.0,DEU,22.0,college,female,5000,0.75,0.5,4
3nki3Z9xRQ34Qu9cK,-416562670_1848338088084453.0,1848338088084450.0,12,0,1,0,0,Male,Gender,Gender,Male,Female,1.0,2,0,1,Mobile,1.0,1.0,FIN,21.0,vocational,female,15000,0.71,0.0,4
3vkr3HMfpxcxurPHa,-416562670_1848338088084453.0,1848338088084450.0,1,0,1,0,0,Fit,Fitness,Fitness,Fit,Fat,1.0,1,0,1,Mobile,1.0,1.0,FIN,21.0,vocational,female,15000,0.71,0.0,4
QoynLCBgsp9no8g2x,-416562670_1848338088084453.0,1848338088084450.0,11,0,1,0,1,Young,Age,Age,Young,Old,1.0,4,0,1,Mobile,1.0,1.0,FIN,21.0,vocational,female,15000,0.71,0.0,4
Zs9ykxBNcdBEcRjZR,-416562670_1848338088084453.0,1848338088084450.0,9,0,0,1,0,Fit,Fitness,Fitness,Fit,Fat,1.0,4,0,1,Mobile,1.0,0.0,FIN,21.0,vocational,female,15000,0.71,0.0,4
fK5WZTpnuWYQjFYrG,-416562670_1848338088084453.0,1848338088084450.0,10,0,1,0,2,Old,Age,Age,Young,Old,0.0,5,0,0,Mobile,1.0,0.0,FIN,21.0,vocational,female,15000,0.71,0.0,4
koC8SnSBTFEfSYTke,-416562670_1848338088084453.0,1848338088084450.0,13,0,1,0,0,Male,Gender,Gender,Male,Female,1.0,2,0,0,Mobile,0.0,0.0,FIN,21.0,vocational,female,15000,0.71,0.0,4
m3vaieCzWgawsT6qm,-416562670_1848338088084453.0,1848338088084450.0,6,0,0,0,0,Less,Utilitarian,Utilitarian,More,Less,0.0,2,3,1,Mobile,1.0,0.0,FIN,21.0,vocational,female,15000,0.71,0.0,4
m7qJuraQhLyF7qaQJ,-416562670_1848338088084453.0,1848338088084450.0,5,0,0,0,0,Pets,Species,Species,Hoomans,Pets,0.0,4,0,0,Mobile,0.0,0.0,FIN,21.0,vocational,female,15000,0.71,0.0,4
rnjk9rPMehuQjcgjT,-416562670_1848338088084453.0,1848338088084450.0,2,0,0,0,0,Less,Utilitarian,Utilitarian,More,Less,0.0,2,3,0,Mobile,1.0,1.0,FIN,21.0,vocational,female,15000,0.71,0.0,4
w3K3CZrGKQkXqWiSc,-416562670_1848338088084453.0,1848338088084450.0,8,0,0,1,0,Rand,Random,Random,,,,5,0,0,Mobile,1.0,0.0,FIN,21.0,vocational,female,15000,0.71,0.0,4
zvK25WTRSMZHao84h,-416562670_1848338088084453.0,1848338088084450.0,4,0,1,0,2,Hoomans,Species,Species,Hoomans,Pets,1.0,5,0,1,Mobile,1.0,0.0,FIN,21.0,vocational,female,15000,0.71,0.0,4
5RBBDpxyKwbbwcWnu,-410292197_6102281590769398.0,6102281590769400.0,13,0,1,0,1,Hoomans,Species,Species,Hoomans,Pets,1.0,4,0,1,Desktop,0.0,1.0,FRA,21.0,bachelor,male,default,0.66,0.0,4
BZQXpcmDfJC7JTwKJ,-410292197_6102281590769398.0,6102281590769400.0,11,0,0,1,0,Male,Gender,Gender,Male,Female,1.0,5,0,1,Desktop,1.0,0.0,FRA,21.0,bachelor,male,default,0.66,0.0,4
KrD3DqjdZLp8fnx3K,-410292197_6102281590769398.0,6102281590769400.0,5,0,1,0,2,Old,Age,Age,Young,Old,0.0,5,0,0,Desktop,0.0,1.0,FRA,21.0,bachelor,male,default,0.66,0.0,4
LotSpswiJX3dFuRaf,-410292197_6102281590769398.0,6102281590769400.0,3,0,0,1,0,Fat,Fitness,Fitness,Fit,Fat,0.0,4,0,0,Desktop,1.0,0.0,FRA,21.0,bachelor,male,default,0.66,0.0,4
NgaggBxdA2WDF3Ssc,-410292197_6102281590769398.0,6102281590769400.0,7,0,1,0,0,Male,Gender,Gender,Male,Female,1.0,2,0,0,Desktop,1.0,0.0,FRA,21.0,bachelor,male,default,0.66,0.0,4
gqSCrhojo622GL5Ke,-410292197_6102281590769398.0,6102281590769400.0,8,0,0,0,2,Rand,Random,Random,,,,2,1,0,Desktop,1.0,1.0,FRA,21.0,bachelor,male,default,0.66,0.0,4
gtGkj3uk6HfJJbhDa,-410292197_6102281590769398.0,6102281590769400.0,9,0,0,1,0,Young,Age,Age,Young,Old,1.0,4,0,1,Desktop,0.0,0.0,FRA,21.0,bachelor,male,default,0.66,0.0,4
icD53NLfQ2cy9qGGZ,-410292197_6102281590769398.0,6102281590769400.0,2,0,0,1,0,Pets,Species,Species,Hoomans,Pets,0.0,2,0,0,Desktop,0.0,0.0,FRA,21.0,bachelor,male,default,0.66,0.0,4
juptxjuDZAcAnSAtE,-410292197_6102281590769398.0,6102281590769400.0,10,0,0,1,0,Less,Utilitarian,Utilitarian,More,Less,0.0,4,1,0,Desktop,0.0,1.0,FRA,21.0,bachelor,male,default,0.66,0.0,4
okPch4Mc6mjohBJni,-410292197_6102281590769398.0,6102281590769400.0,4,0,0,0,0,More,Utilitarian,Utilitarian,More,Less,1.0,5,3,1,Desktop,1.0,1.0,FRA,21.0,bachelor,male,default,0.66,0.0,4
vMwFDkF4T9hNwjv5m,-410292197_6102281590769398.0,6102281590769400.0,6,0,1,0,1,Rand,Fitness,Random,,,,1,0,1,Desktop,0.0,1.0,FRA,21.0,bachelor,male,default,0.66,0.0,4
LXTxfk2iPvYMXdT9Y,-371429557_7578806134406477.0,7578806134406480.0,11,0,0,0,2,Hoomans,Species,Species,Hoomans,Pets,1.0,5,0,1,Desktop,1.0,0.0,CAN,16.0,underHigh,female,default,0.77,0.13,4
WWvTEiiSYSGLt6eGh,-371429557_7578806134406477.0,7578806134406480.0,7,0,0,0,0,Pets,Species,Species,Hoomans,Pets,0.0,3,0,0,Desktop,1.0,1.0,CAN,16.0,underHigh,female,default,0.77,0.13,4
XqC5J99jeuye757RH,-371429557_7578806134406477.0,7578806134406480.0,6,0,0,0,2,Fit,Fitness,Fitness,Fit,Fat,1.0,3,0,1,Desktop,1.0,0.0,CAN,16.0,underHigh,female,default,0.77,0.13,4
hTwaBpXfcrfHXe3aH,-371429557_7578806134406477.0,7578806134406480.0,4,0,0,0,1,Female,Gender,Gender,Male,Female,0.0,1,0,1,Desktop,1.0,0.0,CAN,16.0,underHigh,female,default,0.77,0.13,4
hiN47FJiRxGnxYt4G,-371429557_7578806134406477.0,7578806134406480.0,2,0,0,1,0,Female,Gender,Gender,Male,Female,0.0,4,0,1,Desktop,1.0,1.0,CAN,16.0,underHigh,female,default,0.77,0.13,4
iPhaRX4i4GvP7MPS8,-371429557_7578806134406477.0,7578806134406480.0,10,0,1,0,0,More,Utilitarian,Utilitarian,More,Less,1.0,5,2,1,Desktop,1.0,1.0,CAN,16.0,underHigh,female,default,0.77,0.13,4
o79BtK7pbbYgDZ2wA,-371429557_7578806134406477.0,7578806134406480.0,12,0,0,1,0,Young,Age,Age,Young,Old,1.0,4,0,1,Desktop,1.0,1.0,CAN,16.0,underHigh,female,default,0.77,0.13,4
qXCGQrEwZiiufaQXf,-371429557_7578806134406477.0,7578806134406480.0,9,0,0,0,2,Young,Age,Age,Young,Old,1.0,5,0,1,Desktop,1.0,1.0,CAN,16.0,underHigh,female,default,0.77,0.13,4
uqoXQcrsaRsivT9Dp,-371429557_7578806134406477.0,7578806134406480.0,5,0,1,0,0,More,Utilitarian,Utilitarian,More,Less,1.0,5,1,1,Desktop,1.0,0.0,CAN,16.0,underHigh,female,default,0.77,0.13,4
uwQ2E3Fz93c8QPPfR,-371429557_7578806134406477.0,7578806134406480.0,8,0,0,0,2,More,Random,Utilitarian,More,Less,1.0,3,2,1,Desktop,1.0,0.0,CAN,16.0,underHigh,female,default,0.77,0.13,4
vMip6494bF77pKRaW,-371429557_7578806134406477.0,7578806134406480.0,1,0,0,1,0,Fat,Fitness,Fitness,Fit,Fat,0.0,1,0,0,Desktop,1.0,1.0,CAN,16.0,underHigh,female,default,0.77,0.13,4
8ebQ9W6e4AmqGZHrF,-368253882_8551831750976968.0,8551831750976970.0,6,0,1,0,2,Fat,Fitness,Fitness,Fit,Fat,0.0,4,0,1,Desktop,0.0,0.0,VNM,16.0,underHigh,female,under5000,0.73,1.0,4
8urWKpMYTewzP3qCw,-368253882_8551831750976968.0,8551831750976970.0,7,0,0,1,0,Old,Age,Age,Young,Old,0.0,2,0,0,Desktop,0.0,0.0,VNM,16.0,underHigh,female,under5000,0.73,1.0,4
FDAARxs2TystQir7r,-368253882_8551831750976968.0,8551831750976970.0,5,0,0,1,0,Hoomans,Species,Species,Hoomans,Pets,1.0,5,0,1,Desktop,0.0,1.0,VNM,16.0,underHigh,female,under5000,0.73,1.0,4
FNJyJmk65kwfej3xE,-368253882_8551831750976968.0,8551831750976970.0,10,0,1,0,0,Old,Age,Age,Young,Old,0.0,3,0,0,Desktop,0.0,1.0,VNM,16.0,underHigh,female,under5000,0.73,1.0,4
RAqgZKt7Dyhhwz8QL,-368253882_8551831750976968.0,8551831750976970.0,1,0,0,0,1,Less,Utilitarian,Utilitarian,More,Less,0.0,2,3,1,Desktop,0.0,1.0,VNM,16.0,underHigh,female,under5000,0.73,1.0,4
TspXDvem52BKGF6jZ,-368253882_8551831750976968.0,8551831750976970.0,11,0,0,0,0,Less,Utilitarian,Utilitarian,More,Less,0.0,3,2,0,Desktop,0.0,0.0,VNM,16.0,underHigh,female,under5000,0.73,1.0,4
WMXkEtyHwA5xnDgMs,-368253882_8551831750976968.0,8551831750976970.0,4,0,0,0,0,Male,Gender,Gender,Male,Female,1.0,1,0,0,Desktop,0.0,1.0,VNM,16.0,underHigh,female,under5000,0.73,1.0,4
dPNjq6SdkwpLEZv3Y,-368253882_8551831750976968.0,8551831750976970.0,8,0,0,1,0,High,Social Status,Social Status,High,Low,1.0,2,0,1,Desktop,0.0,1.0,VNM,16.0,underHigh,female,under5000,0.73,1.0,4
ueei9eLG7omwe4nBt,-368253882_8551831750976968.0,8551831750976970.0,2,0,1,0,0,Fat,Fitness,Fitness,Fit,Fat,0.0,4,0,0,Desktop,0.0,1.0,VNM,16.0,underHigh,female,under5000,0.73,1.0,4
v6ybzRbRBczpMtkTz,-368253882_8551831750976968.0,8551831750976970.0,9,0,0,0,0,Pets,Species,Species,Hoomans,Pets,0.0,1,0,0,Desktop,0.0,1.0,VNM,16.0,underHigh,female,under5000,0.73,1.0,4
wAprFHvXhminZBJjr,-368253882_8551831750976968.0,8551831750976970.0,3,0,0,0,0,Male,Gender,Gender,Male,Female,1.0,1,0,1,Desktop,0.0,1.0,VNM,16.0,underHigh,female,under5000,0.73,1.0,4
zzgMEN6hi9tG75wuh,-368253882_8551831750976968.0,8551831750976970.0,12,0,0,0,1,Rand,Random,Random,,,,5,1,1,Desktop,0.0,0.0,VNM,16.0,underHigh,female,under5000,0.73,1.0,4
5q9ey4At7WZv84Cg9,-310885867_5251928365121232.0,5251928365121230.0,7,0,1,0,0,More,Utilitarian,Utilitarian,More,Less,1.0,5,2,1,Mobile,0.0,0.0,BRA,27.0,graduate,female,50000,0.67,0.75,4
9PTGckrMh7Yb3yJet,-310885867_5251928365121232.0,5251928365121230.0,2,0,0,0,2,Male,Gender,Gender,Male,Female,1.0,1,0,0,Mobile,0.0,1.0,BRA,27.0,graduate,female,50000,0.67,0.75,4
Cmzyfbtonm6jFanxE,-310885867_5251928365121232.0,5251928365121230.0,10,0,1,0,1,Young,Age,Age,Young,Old,1.0,1,0,1,Mobile,0.0,0.0,BRA,27.0,graduate,female,50000,0.67,0.75,4
DXHwAazvewdfSSAnM,-310885867_5251928365121232.0,5251928365121230.0,8,0,0,1,0,Young,Age,Age,Young,Old,1.0,1,0,1,Mobile,0.0,0.0,BRA,27.0,graduate,female,50000,0.67,0.75,4
DkNmLEmFEAEvzZeP6,-310885867_5251928365121232.0,5251928365121230.0,6,0,0,0,2,Female,Gender,Gender,Male,Female,0.0,5,0,1,Mobile,0.0,1.0,BRA,27.0,graduate,female,50000,0.67,0.75,4
JEZNpMLzCvdGL6TRr,-310885867_5251928365121232.0,5251928365121230.0,12,0,0,1,0,Rand,Random,Random,,,,4,3,1,Mobile,0.0,1.0,BRA,27.0,graduate,female,50000,0.67,0.75,4
TR5oxEfmBTrJFmg4F,-310885867_5251928365121232.0,5251928365121230.0,9,0,0,0,0,More,Utilitarian,Utilitarian,More,Less,1.0,5,1,1,Mobile,0.0,1.0,BRA,27.0,graduate,female,50000,0.67,0.75,4
cv4inshvPgm29u5bw,-310885867_5251928365121232.0,5251928365121230.0,11,0,1,0,0,Fat,Fitness,Fitness,Fit,Fat,0.0,5,0,0,Mobile,0.0,0.0,BRA,27.0,graduate,female,50000,0.67,0.75,4
eqgy24SyuNRwA9AJ5,-310885867_5251928365121232.0,5251928365121230.0,3,0,0,1,0,Pets,Species,Species,Hoomans,Pets,0.0,1,0,0,Mobile,0.0,0.0,BRA,27.0,graduate,female,50000,0.67,0.75,4
uKKHYTLk8B77NZGGX,-310885867_5251928365121232.0,5251928365121230.0,13,0,0,0,2,Fit,Fitness,Fitness,Fit,Fat,1.0,2,0,1,Mobile,0.0,1.0,BRA,27.0,graduate,female,50000,0.67,0.75,4
yRncpsHEG4DNsCuSd,-310885867_5251928365121232.0,5251928365121230.0,5,0,0,0,0,Pets,Species,Species,Hoomans,Pets,0.0,1,0,1,Mobile,0.0,1.0,BRA,27.0,graduate,female,50000,0.67,0.75,4
43ApYnn5BYw8p9ojg,-291810304_8010853021167268.0,8010853021167270.0,11,0,0,0,0,Young,Age,Age,Young,Old,1.0,5,0,1,Desktop,1.0,1.0,NLD,42.0,graduate,female,35000,0.69,0.5,4
5yHw6t2qGxfnSxuFf,-291810304_8010853021167268.0,8010853021167270.0,1,0,0,0,0,More,Utilitarian,Utilitarian,More,Less,1.0,5,3,1,Desktop,1.0,1.0,NLD,42.0,graduate,female,35000,0.69,0.5,4
7XPS4DQhmJ26zXyfd,-291810304_8010853021167268.0,8010853021167270.0,4,0,0,1,0,Male,Gender,Gender,Male,Female,1.0,3,0,0,Desktop,1.0,1.0,NLD,42.0,graduate,female,35000,0.69,0.5,4
9ApqjW748uw9WF3YJ,-291810304_8010853021167268.0,8010853021167270.0,13,0,0,1,0,Young,Age,Age,Young,Old,1.0,3,0,0,Desktop,1.0,0.0,NLD,42.0,graduate,female,35000,0.69,0.5,4
A86Rv4PZyM3i9LtAK,-291810304_8010853021167268.0,8010853021167270.0,12,0,0,0,1,Rand,Random,Random,,,,5,3,1,Desktop,1.0,0.0,NLD,42.0,graduate,female,35000,0.69,0.5,4
Dgvid8s4Q9Wb6GtKQ,-291810304_8010853021167268.0,8010853021167270.0,8,0,0,0,1,Fit,Fitness,Fitness,Fit,Fat,1.0,1,0,1,Desktop,1.0,0.0,NLD,42.0,graduate,female,35000,0.69,0.5,4
MGxtejYWmgM2CvgED,-291810304_8010853021167268.0,8010853021167270.0,3,0,0,0,0,Hoomans,Species,Species,Hoomans,Pets,1.0,5,0,1,Desktop,1.0,0.0,NLD,42.0,graduate,female,35000,0.69,0.5,4
PhGSN3Nwv3XmtEvYQ,-291810304_8010853021167268.0,8010853021167270.0,6,0,1,0,2,Fat,Fitness,Fitness,Fit,Fat,0.0,1,0,0,Desktop,1.0,0.0,NLD,42.0,graduate,female,35000,0.69,0.5,4
dTMBDPrhpw9R7JWGP,-291810304_8010853021167268.0,8010853021167270.0,7,0,1,0,2,Hoomans,Species,Species,Hoomans,Pets,1.0,1,0,1,Desktop,0.0,0.0,NLD,42.0,graduate,female,35000,0.69,0.5,4
maFRJE4Ynvbq2Qrzg,-291810304_8010853021167268.0,8010853021167270.0,5,0,1,0,0,Female,Gender,Gender,Male,Female,0.0,1,0,0,Desktop,1.0,1.0,NLD,42.0,graduate,female,35000,0.69,0.5,4
urhFM7kRDpq2hq5kX,-291810304_8010853021167268.0,8010853021167270.0,10,0,0,0,0,Low,Social Status,Social Status,High,Low,0.0,1,0,1,Desktop,0.0,0.0,NLD,42.0,graduate,female,35000,0.69,0.5,4
ycEzMYSmSGcYX9NsJ,-291810304_8010853021167268.0,8010853021167270.0,9,0,0,1,0,More,Utilitarian,Utilitarian,More,Less,1.0,5,2,0,Desktop,1.0,1.0,NLD,42.0,graduate,female,35000,0.69,0.5,4
5yb6WqKqTApZmKHeo,-267919093_7496961692491479.0,7496961692491480.0,6,0,1,0,2,More,Utilitarian,Utilitarian,More,Less,1.0,5,4,1,Mobile,0.0,0.0,ESP,39.0,graduate,male,above100000,0.73,0.0,4
6omqGQdyrSapoFNm9,-267919093_7496961692491479.0,7496961692491480.0,9,0,1,0,0,Less,Utilitarian,Utilitarian,More,Less,0.0,2,3,0,Mobile,0.0,0.0,ESP,39.0,graduate,male,above100000,0.73,0.0,4
8hAL6iqYF3fbTCNvp,-267919093_7496961692491479.0,7496961692491480.0,3,0,1,0,1,Rand,Random,Random,,,,5,4,1,Mobile,0.0,0.0,ESP,39.0,graduate,male,above100000,0.73,0.0,4
J6WTQTewdupuJgzM7,-267919093_7496961692491479.0,7496961692491480.0,1,0,0,1,0,Female,Gender,Gender,Male,Female,0.0,5,0,0,Mobile,0.0,1.0,ESP,39.0,graduate,male,above100000,0.73,0.0,4
LWscGYBR3wLM6pi9s,-267919093_7496961692491479.0,7496961692491480.0,13,0,0,1,0,Low,Social Status,Social Status,High,Low,0.0,4,0,0,Mobile,0.0,0.0,ESP,39.0,graduate,male,above100000,0.73,0.0,4
LgwApbiRimzHZrykE,-267919093_7496961692491479.0,7496961692491480.0,8,0,1,0,1,High,Social Status,Social Status,High,Low,1.0,2,0,1,Mobile,0.0,0.0,ESP,39.0,graduate,male,above100000,0.73,0.0,4
WDCXWc8KixYfQDNSr,-267919093_7496961692491479.0,7496961692491480.0,2,0,1,0,0,Fit,Fitness,Fitness,Fit,Fat,1.0,3,0,0,Mobile,0.0,1.0,ESP,39.0,graduate,male,above100000,0.73,0.0,4
cv9xDcd9ZidRfMGXM,-267919093_7496961692491479.0,7496961692491480.0,11,0,0,0,2,Old,Age,Age,Young,Old,0.0,3,0,0,Mobile,0.0,1.0,ESP,39.0,graduate,male,above100000,0.73,0.0,4
i7dHP4qb6yMacYqiA,-267919093_7496961692491479.0,7496961692491480.0,5,0,0,0,0,Hoomans,Species,Species,Hoomans,Pets,1.0,2,0,1,Mobile,0.0,1.0,ESP,39.0,graduate,male,above100000,0.73,0.0,4
kSCCzdgGzu7vBsyGu,-267919093_7496961692491479.0,7496961692491480.0,10,0,0,1,0,Pets,Species,Species,Hoomans,Pets,0.0,2,0,1,Mobile,0.0,0.0,ESP,39.0,graduate,male,above100000,0.73,0.0,4
s8Ww8iQLRfHHz95HC,-267919093_7496961692491479.0,7496961692491480.0,12,0,1,0,2,Old,Age,Age,Young,Old,0.0,4,0,0,Mobile,0.0,0.0,ESP,39.0,graduate,male,above100000,0.73,0.0,4
vxPXRdHnReiqNhfn6,-267919093_7496961692491479.0,7496961692491480.0,4,0,1,0,2,Rand,Fitness,Random,,,,1,0,0,Mobile,0.0,1.0,ESP,39.0,graduate,male,above100000,0.73,0.0,4
wMGuHixatkh6pahgN,-267919093_7496961692491479.0,7496961692491480.0,7,0,0,0,0,Female,Gender,Gender,Male,Female,0.0,5,0,1,Mobile,0.0,1.0,ESP,39.0,graduate,male,above100000,0.73,0.0,4
7A5fjSx7QfXBR3obj,-248860769_2079778165830255.0,2079778165830260.0,11,0,0,1,0,Female,Gender,Gender,Male,Female,0.0,3,0,1,Desktop,1.0,0.0,USA,17,default,male,default,0.76,0.25,4
7Sq8gH5n2GbkAAgKQ,-248860769_2079778165830255.0,2079778165830260.0,10,0,1,0,1,Young,Age,Age,Young,Old,1.0,4,0,1,Desktop,1.0,1.0,USA,17,default,male,default,0.76,0.25,4
E3GqXFWRtg4mGBxnD,-248860769_2079778165830255.0,2079778165830260.0,12,0,1,0,0,Hoomans,Species,Species,Hoomans,Pets,1.0,5,0,1,Desktop,1.0,1.0,USA,17,default,male,default,0.76,0.25,4
JA7XpJDG2JsuMGgy8,-248860769_2079778165830255.0,2079778165830260.0,9,0,1,0,2,Fat,Fitness,Fitness,Fit,Fat,0.0,3,0,0,Desktop,1.0,0.0,USA,17,default,male,default,0.76,0.25,4
JwEbdpu5GoiqZeoAg,-248860769_2079778165830255.0,2079778165830260.0,6,0,0,0,0,More,Utilitarian,Utilitarian,More,Less,1.0,5,3,1,Desktop,1.0,1.0,USA,17,default,male,default,0.76,0.25,4
Qz2JMys87FKrb4WQw,-248860769_2079778165830255.0,2079778165830260.0,1,0,1,0,0,Female,Gender,Gender,Male,Female,0.0,1,0,0,Desktop,1.0,1.0,USA,17,default,male,default,0.76,0.25,4
ZrGMkkTb7wqzeM86f,-248860769_2079778165830255.0,2079778165830260.0,3,0,1,0,2,Rand,Fitness,Random,,,,1,0,0,Desktop,1.0,0.0,USA,17,default,male,default,0.76,0.25,4
bDGi3j4PYBW8BHxCH,-248860769_2079778165830255.0,2079778165830260.0,8,0,0,0,0,Low,Social Status,Social Status,High,Low,0.0,3,0,0,Desktop,1.0,0.0,USA,17,default,male,default,0.76,0.25,4
jLsHQCPRzo7XCGQhX,-248860769_2079778165830255.0,2079778165830260.0,13,0,0,0,2,Hoomans,Species,Species,Hoomans,Pets,1.0,2,0,0,Desktop,1.0,1.0,USA,17,default,male,default,0.76,0.25,4
nYvNdMvrTWT5J5EAZ,-248860769_2079778165830255.0,2079778165830260.0,7,0,0,1,0,Old,Age,Age,Young,Old,0.0,4,0,1,Desktop,1.0,1.0,USA,17,default,male,default,0.76,0.25,4
tjtywByShKrCQRyir,-248860769_2079778165830255.0,2079778165830260.0,5,0,1,0,2,Less,Utilitarian,Utilitarian,More,Less,0.0,1,4,0,Desktop,1.0,0.0,USA,17,default,male,default,0.76,0.25,4
uDHX58okcPGt4nMFp,-248860769_2079778165830255.0,2079778165830260.0,2,0,0,1,0,Rand,Random,Random,,,,3,2,0,Desktop,1.0,0.0,USA,17,default,male,default,0.76,0.25,4
EoygyP9H32fsbLz8R,-235051562_1670122497473267.0,1670122497473270.0,7,0,0,1,0,More,Utilitarian,Utilitarian,More,Less,1.0,5,4,0,Mobile,0.0,0.0,JPN,38,vocational,male,50000,0.77,0.0,4
HDbwqbRGQLzsRY6bp,-235051562_1670122497473267.0,1670122497473270.0,9,0,0,1,0,Young,Age,Age,Young,Old,1.0,5,0,0,Mobile,0.0,1.0,JPN,38,vocational,male,50000,0.77,0.0,4
JJ8qAnHenSpxcSNct,-235051562_1670122497473267.0,1670122497473270.0,11,0,1,0,2,Rand,Random,Random,,,,2,2,1,Mobile,0.0,0.0,JPN,38,vocational,male,50000,0.77,0.0,4
KeZWCKBFuZnDPg6zu,-235051562_1670122497473267.0,1670122497473270.0,10,0,1,0,1,Low,Social Status,Social Status,High,Low,0.0,1,0,0,Mobile,0.0,1.0,JPN,38,vocational,male,50000,0.77,0.0,4
TjXHM5mND4bbhfH52,-235051562_1670122497473267.0,1670122497473270.0,12,0,0,0,2,High,Social Status,Social Status,High,Low,1.0,4,0,1,Mobile,0.0,1.0,JPN,38,vocational,male,50000,0.77,0.0,4
WwyXz8yHxLrMW7EE3,-235051562_1670122497473267.0,1670122497473270.0,2,0,0,1,0,More,Utilitarian,Utilitarian,More,Less,1.0,5,4,0,Mobile,0.0,1.0,JPN,38,vocational,male,50000,0.77,0.0,4
cc3G3nYZwS6LdvtLi,-235051562_1670122497473267.0,1670122497473270.0,13,0,1,0,2,Young,Age,Age,Young,Old,1.0,3,0,1,Mobile,0.0,0.0,JPN,38,vocational,male,50000,0.77,0.0,4
m8TvFPav9xXrPc3WF,-235051562_1670122497473267.0,1670122497473270.0,6,0,1,0,2,Fit,Fitness,Fitness,Fit,Fat,1.0,5,0,1,Mobile,0.0,1.0,JPN,38,vocational,male,50000,0.77,0.0,4
ohvb2SkxwZbBoBYta,-235051562_1670122497473267.0,1670122497473270.0,3,0,1,0,0,Fat,Fitness,Fitness,Fit,Fat,0.0,4,0,0,Mobile,0.0,0.0,JPN,38,vocational,male,50000,0.77,0.0,4
